Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-00068,Workday,HCM,Core HCM,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Update Hospitality Workday Core HCM,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security
WD-00069,Workday,HCM,Core HCM,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Update Hospitality Workday Core HCM,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-00070,Workday,HCM,Core HCM,Hospitality,Budget -> Expense -> Journal -> Dashboard,Workflow,Review Hospitality Workday Core HCM,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Mobile
WD-00071,Workday,HCM,Worker Profile,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Close Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Performance
WD-00072,Workday,HCM,Worker Profile,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Close Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-00073,Workday,HCM,Worker Profile,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Reject Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Regression
WD-00074,Workday,HCM,Worker Profile,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Approve Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,UI
WD-00075,Workday,HCM,Worker Profile,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Review Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security
WD-00076,Workday,HCM,Worker Profile,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Review Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-00077,Workday,HCM,Worker Profile,Corporate,Budget -> Expense -> Journal -> Dashboard,Integration,Edit Corporate Workday Worker Profile,Workday access is provisioned and Corporate test data exists,"1. Open Workday Worker Profile.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,UI
WD-00078,Workday,HCM,Worker Profile,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Edit Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Regression
WD-00079,Workday,HCM,Worker Profile,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Edit Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Functional
WD-00080,Workday,HCM,Worker Profile,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Export Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-00081,Workday,HCM,Worker Profile,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Validate Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-00082,Workday,HCM,Worker Profile,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Route Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-00083,Workday,HCM,Worker Profile,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Route Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional
WD-00084,Workday,HCM,Worker Profile,Retail,Budget -> Expense -> Journal -> Dashboard,Workflow,Route Retail Workday Worker Profile,Workday access is provisioned and Retail test data exists,"1. Open Workday Worker Profile.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Functional
WD-00085,Workday,HCM,Worker Profile,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Validate Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Regression
WD-00086,Workday,HCM,Worker Profile,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Reject Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Integration
WD-00087,Workday,HCM,Worker Profile,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Export Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Functional
WD-00088,Workday,HCM,Worker Profile,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Reject Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-00089,Workday,HCM,Worker Profile,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Update Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Mobile
WD-00090,Workday,HCM,Worker Profile,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Reject Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Workflow
WD-00091,Workday,HCM,Worker Profile,Healthcare,Budget -> Expense -> Journal -> Dashboard,Functional,Create Healthcare Workday Worker Profile,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Worker Profile.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-00092,Workday,HCM,Worker Profile,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Edit Manufacturing Workday Worker Profile,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Worker Profile.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance
