Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SE-00071,Service,Knowledge,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Approve B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Approve and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Mobile
SF-SE-00072,Service,Knowledge,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Sync B2B Support Service Knowledge,User has Service access and B2B Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Sync and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Mobile
SF-SE-00073,Service,Service Console,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Create Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Create and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Mobile
SF-SE-00074,Service,Service Console,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Update Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Update and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Performance
SF-SE-00075,Service,Service Console,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Accessibility,Edit Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Regression
SF-SE-00076,Service,Service Console,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Approve Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Approve and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,UI
SF-SE-00077,Service,Service Console,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Mobile,Delete Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Delete and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,UI
SF-SE-00078,Service,Service Console,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Export Retail Support Service Service Console,User has Service access and Retail Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Export and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-00079,Service,Service Console,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Approve Healthcare Support Service Service Console,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Approve and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,UI
SF-SE-00080,Service,Service Console,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Clone Healthcare Support Service Service Console,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Accessibility
SF-SE-00081,Service,Service Console,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Bulk Edit Healthcare Support Service Service Console,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Bulk Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,UI
SF-SE-00082,Service,Service Console,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Accessibility,View Healthcare Support Service Service Console,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform View and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Performance
SF-SE-00083,Service,Service Console,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Reject Healthcare Support Service Service Console,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Integration
SF-SE-00084,Service,Service Console,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Update Healthcare Support Service Service Console,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Update and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Functional
SF-SE-00085,Service,Service Console,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Search Financial Support Service Service Console,User has Service access and Financial Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Search and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Integration
SF-SE-00086,Service,Service Console,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Performance,Reassign Financial Support Service Service Console,User has Service access and Financial Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reassign and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,UI
SF-SE-00087,Service,Service Console,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Update Financial Support Service Service Console,User has Service access and Financial Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Regression
SF-SE-00088,Service,Service Console,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Bulk Edit Financial Support Service Service Console,User has Service access and Financial Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Bulk Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Accessibility
SF-SE-00089,Service,Service Console,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Close Financial Support Service Service Console,User has Service access and Financial Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Close and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Functional
SF-SE-00090,Service,Service Console,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,View Financial Support Service Service Console,User has Service access and Financial Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform View and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,UI
SF-SE-00091,Service,Service Console,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Sync Manufacturing Support Service Service Console,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Regression
SF-SE-00092,Service,Service Console,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Search Manufacturing Support Service Service Console,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Console.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Search and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Regression
SF-SE-00093,Service,Service Console,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Validate Manufacturing Support Service Service Console,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Validate and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,UI
SF-SE-00094,Service,Service Console,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,Export Manufacturing Support Service Service Console,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Console.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Export and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Integration
SF-SE-00095,Service,Service Console,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,View Manufacturing Support Service Service Console,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Console.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform View and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
