Test Case ID,Cloud,Module,Domain,Test Type,Variant,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-00070,Financial Services,Person Account,Commercial Banking,Mobile,A,Clone Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-00071,Financial Services,Person Account,Commercial Banking,Mobile,A,Search Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-00072,Financial Services,Person Account,Commercial Banking,Mobile,A,Create Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Create action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-00073,Financial Services,Person Account,Commercial Banking,Accessibility,A,Approve Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Accessibility
SF-FSC-00074,Financial Services,Person Account,Commercial Banking,Accessibility,A,KYC Verify Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-00075,Financial Services,Person Account,Commercial Banking,Accessibility,A,Onboard Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Accessibility
SF-FSC-00076,Financial Services,Person Account,Commercial Banking,API,A,View Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform View action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",View Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-00077,Financial Services,Person Account,Commercial Banking,API,A,Sync Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Sync action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-00078,Financial Services,Person Account,Commercial Banking,API,A,Clone Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-00079,Financial Services,Person Account,Commercial Banking,KYC/AML,A,Onboard Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-00080,Financial Services,Person Account,Commercial Banking,KYC/AML,A,Restore Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-00081,Financial Services,Person Account,Commercial Banking,KYC/AML,A,Close Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Close action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
